Date,Time,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,MyUnknownColumn,MyUnknownColumn_[0]
"3/11/2004","13:00:00",1.8999999999999999,1286,63,7.2999999999999998,869,146,1162,112,1537,799,8.3000000000000007,76.400000000000006,0.83930000000000005,"",""
"3/11/2004","14:00:00",2.8999999999999999,1371,164,11.5,1034,207,983,128,1730,1037,8,81.099999999999994,0.87360000000000004,"",""
"3/11/2004","16:00:00",2.2000000000000002,1292,95,8.3000000000000007,912,193,1103,131,1591,957,9.6999999999999993,71.200000000000003,0.8569,"",""
"3/11/2004","17:00:00",2.8999999999999999,1383,150,11.199999999999999,1020,243,1008,135,1719,1104,9.8000000000000007,67.599999999999994,0.81850000000000001,"",""
"3/11/2004","18:00:00",4.7999999999999998,1581,307,20.800000000000001,1319,281,799,151,2083,1409,10.300000000000001,64.200000000000003,0.80649999999999999,"",""
"3/11/2004","19:00:00",6.9000000000000004,1776,461,27.399999999999999,1488,383,702,172,2333,1704,9.6999999999999993,69.299999999999997,0.83189999999999997,"",""
"3/11/2004","20:00:00",6.0999999999999996,1640,401,24,1404,351,743,165,2191,1654,9.5999999999999996,67.799999999999997,0.81330000000000002,"",""
"3/11/2004","21:00:00",3.8999999999999999,1313,197,12.800000000000001,1076,240,957,136,1707,1285,9.0999999999999996,64,0.7419,"",""
"3/11/2004","22:00:00",1.5,965,61,4.7000000000000002,749,94,1325,85,1333,821,8.1999999999999993,63.399999999999999,0.6905,"",""
"3/11/2004","23:00:00",1,913,26,2.6000000000000001,629,47,1565,53,1252,552,8.1999999999999993,60.799999999999997,0.66569999999999996,"",""
"3/12/2004","0:00:00",1.7,1080,55,5.9000000000000004,805,122,1254,97,1375,816,8.3000000000000007,58.5,0.64380000000000004,"",""
"3/12/2004","1:00:00",1.8999999999999999,1044,53,6.4000000000000004,829,133,1247,110,1378,832,7.7000000000000002,59.700000000000003,0.63080000000000003,"",""
"3/12/2004","2:00:00",1.3999999999999999,988,40,4.0999999999999996,718,82,1396,91,1304,692,7.0999999999999996,61.799999999999997,0.62760000000000005,"",""
"3/12/2004","3:00:00",0.80000000000000004,889,21,1.8999999999999999,574,-200,1680,-200,1187,512,7,62.299999999999997,0.62609999999999999,"",""
"3/12/2004","4:00:00",-200,831,10,1.1000000000000001,506,21,1893,32,1134,384,6.0999999999999996,65.900000000000006,0.62480000000000002,"",""
"3/12/2004","5:00:00",0.59999999999999998,847,7,1,501,30,1895,44,1155,394,6.2999999999999998,65,0.62329999999999997,"",""
"3/12/2004","6:00:00",0.80000000000000004,927,17,1.8,571,56,1685,71,1223,487,6.7999999999999998,62.899999999999999,0.62339999999999995,"",""
"3/12/2004","7:00:00",1.3999999999999999,1091,33,4.4000000000000004,730,109,1387,104,1361,748,6.4000000000000004,65.099999999999994,0.63160000000000005,"",""
"3/12/2004","8:00:00",4.4000000000000004,1587,202,17.899999999999999,1236,307,897,141,1900,1400,7.2999999999999998,63.100000000000001,0.64990000000000003,"",""
"3/12/2004","9:00:00",-200,1545,-200,22.100000000000001,1353,-200,767,-200,2058,1588,9.1999999999999993,56.200000000000003,0.65610000000000002,"",""
"3/12/2004","10:00:00",3.1000000000000001,1350,208,14,1118,187,912,122,1712,1237,13.199999999999999,41.700000000000003,0.63200000000000001,"",""
"3/12/2004","11:00:00",2.7000000000000002,1263,166,11.6,1037,216,969,143,1598,1167,14.300000000000001,38.399999999999999,0.62429999999999997,"",""
"3/12/2004","12:00:00",2.1000000000000001,1206,114,10.199999999999999,986,143,1035,113,1537,959,15,36.5,0.61950000000000005,"",""
"3/12/2004","13:00:00",2.5,1252,140,11,1016,160,1008,116,1593,983,16.100000000000001,34.5,0.62619999999999998,"",""
"3/12/2004","14:00:00",2.7000000000000002,1287,169,12.800000000000001,1078,163,949,123,1660,1061,16.300000000000001,35.700000000000003,0.65600000000000003,"",""
"3/12/2004","15:00:00",2.8999999999999999,1353,185,14.199999999999999,1122,190,922,126,1740,1139,15.800000000000001,37,0.66100000000000003,"",""
"3/12/2004","16:00:00",2.7999999999999998,1309,165,12.699999999999999,1073,178,954,120,1657,1112,15.9,37.200000000000003,0.66569999999999996,"",""
"3/12/2004","17:00:00",2.3999999999999999,1274,133,11.699999999999999,1041,150,1006,119,1610,994,16.899999999999999,34.299999999999997,0.65490000000000004,"",""
"3/12/2004","18:00:00",3.8999999999999999,1510,233,19.300000000000001,1277,206,812,149,1910,1410,15.1,39.600000000000001,0.67659999999999998,"",""
"3/12/2004","19:00:00",3.7000000000000002,1525,242,18.199999999999999,1246,202,821,145,1847,1448,14.4,43.399999999999999,0.70840000000000003,"",""
"3/12/2004","20:00:00",6.5999999999999996,1843,488,32.600000000000001,1610,340,624,170,2390,1887,12.9,50.5,0.74780000000000002,"",""
"3/12/2004","21:00:00",4.4000000000000004,1598,333,20.100000000000001,1299,274,752,149,1941,1627,12.1,53.299999999999997,0.75360000000000005,"",""
"3/12/2004","22:00:00",3.5,1484,215,14.300000000000001,1127,253,839,139,1723,1491,11,59.100000000000001,0.77400000000000002,"",""
"3/12/2004","23:00:00",5.4000000000000004,1677,367,21.800000000000001,1346,300,741,134,2062,1657,9.6999999999999993,64.599999999999994,0.77710000000000001,"",""
"3/13/2004","0:00:00",2.7000000000000002,1280,122,9.5999999999999996,964,193,963,113,1544,1285,9.5,64.099999999999994,0.75970000000000004,"",""
"3/13/2004","1:00:00",1.8999999999999999,1196,67,7.4000000000000004,873,139,1071,97,1463,1144,9.0999999999999996,63.899999999999999,0.74229999999999996,"",""
"3/13/2004","2:00:00",1.6000000000000001,1184,43,5.4000000000000004,782,83,1176,82,1365,1043,8.8000000000000007,63.899999999999999,0.72560000000000002,"",""
"3/13/2004","3:00:00",1.7,1172,46,5.4000000000000004,783,-200,1179,-200,1380,996,7.7999999999999998,67.5,0.71730000000000005,"",""
"3/13/2004","4:00:00",-200,1147,56,6.2000000000000002,821,109,1132,83,1412,992,7,71.099999999999994,0.71579999999999999,"",""
"3/13/2004","5:00:00",1,978,30,2.6000000000000001,625,62,1420,65,1274,819,8.3000000000000007,63.600000000000001,0.69820000000000004,"",""
"3/13/2004","6:00:00",1.2,1100,27,2.8999999999999999,646,53,1406,60,1268,835,7.2000000000000002,67.5,0.68869999999999998,"",""
"3/13/2004","7:00:00",1.5,1112,47,5.0999999999999996,770,139,1228,77,1409,940,6.2999999999999998,71.900000000000006,0.69320000000000004,"",""
"3/13/2004","8:00:00",2.7000000000000002,1336,132,11.800000000000001,1043,256,935,96,1678,1192,6.5,71.599999999999994,0.69450000000000001,"",""
"3/13/2004","9:00:00",3.7000000000000002,1408,239,15.1,1153,295,830,119,1777,1411,9.5999999999999996,59.700000000000003,0.71240000000000003,"",""
"3/13/2004","10:00:00",3.2000000000000002,1447,160,12.9,1081,250,869,126,1667,1465,12.4,51.200000000000003,0.73350000000000004,"",""
"3/13/2004","11:00:00",4.0999999999999996,1542,283,16.100000000000001,1184,296,808,158,1780,1583,15.6,42.200000000000003,0.74509999999999998,"",""
"3/13/2004","12:00:00",3.6000000000000001,1451,210,14,1117,239,875,161,1679,1387,18.399999999999999,33.799999999999997,0.70899999999999996,"",""
"3/13/2004","13:00:00",2.7999999999999998,1328,154,12.300000000000001,1059,153,987,124,1600,1101,19.399999999999999,31.300000000000001,0.69499999999999995,"",""
"3/13/2004","14:00:00",2,1207,112,8.5999999999999996,924,118,1088,102,1488,850,18,34.799999999999997,0.7127,"",""
"3/13/2004","15:00:00",2,1240,108,9.1999999999999993,947,119,1049,116,1532,947,18.399999999999999,33.600000000000001,0.70420000000000005,"",""
"3/13/2004","16:00:00",2.5,1306,111,10.199999999999999,987,138,1004,124,1554,1078,17.600000000000001,35.100000000000001,0.70120000000000005,"",""
"3/13/2004","17:00:00",2.2999999999999998,1326,97,10.6,1000,148,976,125,1602,1084,16.699999999999999,37.799999999999997,0.7117,"",""
"3/13/2004","18:00:00",3.2000000000000002,1473,191,15.5,1163,227,831,148,1779,1395,16.100000000000001,41,0.74509999999999998,"",""
"3/13/2004","19:00:00",4.2000000000000002,1609,258,19.600000000000001,1286,277,758,165,1922,1612,15.800000000000001,42.399999999999999,0.75690000000000002,"",""
"3/13/2004","20:00:00",4.2000000000000002,1611,284,19.199999999999999,1274,279,754,161,1915,1697,15.699999999999999,44.100000000000001,0.77859999999999996,"",""
"3/13/2004","21:00:00",4.2000000000000002,1621,269,18.300000000000001,1247,283,762,159,1860,1886,15.300000000000001,46.799999999999997,0.80910000000000004,"",""
"3/13/2004","22:00:00",3.1000000000000001,1444,180,13.1,1089,214,844,143,1748,1624,14.6,48.600000000000001,0.80600000000000005,"",""
"3/13/2004","23:00:00",2.6000000000000001,1418,116,10.9,1010,172,892,130,1603,1536,14.699999999999999,49.299999999999997,0.81930000000000003,"",""
"3/14/2004","0:00:00",2.8999999999999999,1534,93,11,1013,190,889,129,1611,1535,13.9,53.600000000000001,0.8498,"",""
"3/14/2004","1:00:00",2.7999999999999998,1484,131,11.9,1045,174,880,119,1624,1530,14.6,51.5,0.85360000000000003,"",""
"3/14/2004","2:00:00",2.5,1367,92,8.5999999999999996,925,128,953,104,1543,1337,12.5,58.899999999999999,0.85370000000000001,"",""
"3/14/2004","3:00:00",2.3999999999999999,1344,132,9.6999999999999993,968,-200,921,-200,1620,1278,11.6,63.399999999999999,0.86739999999999995,"",""
"3/14/2004","4:00:00",-200,1130,56,5.2000000000000002,773,70,1130,82,1452,1051,12.1,61.100000000000001,0.86029999999999995,"",""
"3/14/2004","5:00:00",1.2,1062,32,3.7000000000000002,691,53,1272,70,1377,929,11.5,63.100000000000001,0.85329999999999995,"",""
"3/14/2004","6:00:00",1,1076,29,2.5,618,44,1395,63,1333,872,11.6,62.200000000000003,0.84730000000000005,"",""
"3/14/2004","7:00:00",0.90000000000000002,1028,27,2.3999999999999999,615,74,1384,67,1340,853,10.4,67.599999999999994,0.85299999999999998,"",""
"3/14/2004","8:00:00",1.3999999999999999,1155,36,4.2000000000000002,722,101,1225,84,1414,959,11.6,62.700000000000003,0.85299999999999998,"",""
"3/14/2004","9:00:00",1.6000000000000001,1235,57,6.4000000000000004,828,118,1055,83,1527,1093,12.4,60,0.86270000000000002,"",""
"3/14/2004","10:00:00",2.2000000000000002,1332,129,8.5999999999999996,923,144,952,98,1614,1225,14.5,53.100000000000001,0.87280000000000002,"",""
"3/14/2004","11:00:00",2.7999999999999998,1445,148,10.9,1009,176,878,114,1696,1355,16.899999999999999,46.100000000000001,0.87890000000000001,"",""
"3/14/2004","12:00:00",2.7999999999999998,1416,145,10.699999999999999,1002,161,907,119,1677,1262,19.300000000000001,38.299999999999997,0.84740000000000004,"",""
"3/14/2004","13:00:00",2,1281,93,7.5,880,113,1084,104,1525,980,21.199999999999999,31.399999999999999,0.78120000000000001,"",""
"3/14/2004","14:00:00",1.8,1207,84,7.5,879,103,1104,102,1490,872,21.399999999999999,30.199999999999999,0.76160000000000005,"",""
"3/14/2004","15:00:00",1.8999999999999999,1258,99,8.1999999999999993,906,112,1081,107,1511,900,21.899999999999999,29,0.75249999999999995,"",""
"3/14/2004","16:00:00",3,1458,150,11.9,1045,170,974,129,1646,1099,22.199999999999999,28.399999999999999,0.75160000000000005,"",""
"3/14/2004","17:00:00",2.8999999999999999,1438,156,12,1051,180,943,128,1668,1206,21.300000000000001,30.800000000000001,0.76959999999999995,"",""
"3/14/2004","18:00:00",2.5,1478,122,12.199999999999999,1055,160,929,121,1671,1262,19.699999999999999,36.700000000000003,0.83069999999999999,"",""
"3/14/2004","19:00:00",4.5999999999999996,1808,262,20.600000000000001,1312,261,753,157,1993,1698,18.399999999999999,41.700000000000003,0.87319999999999998,"",""
"3/14/2004","20:00:00",5.9000000000000004,1898,341,23.100000000000001,1381,325,681,173,2103,1905,17.600000000000001,46.100000000000001,0.92100000000000004,"",""
"3/14/2004","21:00:00",3.3999999999999999,1560,214,14.699999999999999,1140,217,784,146,1818,1648,16.699999999999999,49.600000000000001,0.93200000000000005,"",""
"3/14/2004","22:00:00",2.1000000000000001,1324,100,9,940,146,924,121,1587,1423,16.300000000000001,51,0.93410000000000004,"",""
"3/14/2004","23:00:00",2.2000000000000002,1349,79,8.8000000000000007,933,152,933,119,1617,1349,14.699999999999999,55.899999999999999,0.93140000000000001,"",""
"3/15/2004","0:00:00",1.8,1239,66,7.4000000000000004,872,104,985,99,1547,1250,14.800000000000001,54.700000000000003,0.91639999999999999,"",""
"3/15/2004","1:00:00",1.8,1239,73,6.9000000000000004,853,106,1010,93,1543,1174,14,57,0.90939999999999999,"",""
"3/15/2004","2:00:00",1.8,1224,66,7,855,108,998,88,1566,1149,13.4,61.299999999999997,0.93610000000000004,"",""
"3/22/2004","12:00:00",1.8999999999999999,1110,-200,9.5999999999999996,964,122,947,90,1577,829,21,29.600000000000001,0.72629999999999995,"",""
"3/22/2004","13:00:00",2,1102,-200,10.4,994,107,955,87,1599,783,21.300000000000001,28.100000000000001,0.70669999999999999,"",""
"3/22/2004","14:00:00",2.2000000000000002,1100,-200,11.199999999999999,1021,133,952,99,1607,822,21.300000000000001,26.100000000000001,0.65390000000000004,"",""
"3/22/2004","15:00:00",2.1000000000000001,1094,-200,10.699999999999999,1003,130,965,99,1574,813,21.300000000000001,26.800000000000001,0.66810000000000003,"",""
"3/22/2004","16:00:00",2.2999999999999998,1076,451,11.6,1034,150,964,101,1544,813,21.300000000000001,24.199999999999999,0.60599999999999998,"",""
"3/22/2004","17:00:00",2.6000000000000001,1152,185,12.4,1062,138,928,103,1606,850,20.199999999999999,28.5,0.66820000000000002,"",""
"3/22/2004","18:00:00",3.7999999999999998,1407,426,18.300000000000001,1249,213,720,129,1932,1276,17,43.100000000000001,0.82640000000000002,"",""
"3/22/2004","19:00:00",4.4000000000000004,1438,672,21,1325,232,678,143,1993,1401,15.6,47.399999999999999,0.8347,"",""
"3/22/2004","20:00:00",4.5,1425,624,21,1325,238,678,146,1965,1356,15.300000000000001,47.399999999999999,0.81779999999999997,"",""
"3/22/2004","21:00:00",3.2999999999999998,1279,325,14.5,1131,180,775,124,1758,1243,14.5,49.700000000000003,0.81769999999999998,"",""
"3/22/2004","22:00:00",2,1132,143,8.4000000000000004,916,128,920,113,1561,1083,13.9,52,0.82310000000000005,"",""
"3/22/2004","23:00:00",1.1000000000000001,1006,89,4.2999999999999998,729,65,1142,80,1370,795,14.5,49.399999999999999,0.81059999999999999,"",""
"3/23/2004","0:00:00",0.90000000000000002,982,73,3.7999999999999998,700,53,1204,72,1359,735,13.800000000000001,51.399999999999999,0.80710000000000004,"",""
"3/23/2004","1:00:00",0.80000000000000004,969,48,2.7000000000000002,636,47,1271,64,1309,684,14,51.299999999999997,0.81630000000000003,"",""
"3/23/2004","2:00:00",0.69999999999999996,941,47,2.5,621,51,1298,70,1330,714,13,56.799999999999997,0.84440000000000004,"",""
"3/23/2004","3:00:00",0.5,892,36,1.2,522,-200,1522,-200,1285,456,11,70,0.92149999999999999,"",""
"3/23/2004","4:00:00",-200,855,25,0.80000000000000004,478,20,1701,31,1261,401,10.1,76.799999999999997,0.94830000000000003,"",""
"3/23/2004","5:00:00",0.29999999999999999,834,19,0.59999999999999998,459,13,1908,22,1212,361,8.8000000000000007,80.5,0.91469999999999996,"",""
"3/23/2004","6:00:00",0.5,909,26,1.8,567,33,1542,47,1287,418,9.5999999999999996,75.400000000000006,0.90039999999999998,"",""
"3/23/2004","7:00:00",1.1000000000000001,1061,60,4.5999999999999996,745,103,1178,88,1429,616,9.8000000000000007,75,0.9093,"",""
"3/23/2004","8:00:00",3,1441,248,14.199999999999999,1124,224,851,130,1829,1089,10,74.200000000000003,0.91169999999999995,"",""
"3/23/2004","9:00:00",3.7999999999999998,1498,535,21,1325,244,684,132,2095,1329,11.199999999999999,69.700000000000003,0.92320000000000002,"",""
"3/23/2004","10:00:00",3.3999999999999999,1343,340,16.199999999999999,1185,237,760,132,1857,1311,12,62.899999999999999,0.88029999999999997,"",""
"3/23/2004","11:00:00",3,1308,325,15.5,1166,220,792,131,1794,1236,12.800000000000001,55.799999999999997,0.82099999999999995,"",""
"3/23/2004","12:00:00",2.7000000000000002,1209,267,13.4,1097,207,837,129,1746,1147,13.1,54.799999999999997,0.82340000000000002,"",""
"3/23/2004","13:00:00",3.5,1310,325,16.899999999999999,1207,208,770,132,1847,1301,13.800000000000001,53.399999999999999,0.83509999999999995,"",""
"3/23/2004","14:00:00",2.7999999999999998,1171,268,12.4,1064,160,881,110,1639,1097,16,42.399999999999999,0.76739999999999997,"",""
"3/23/2004","15:00:00",1.8999999999999999,1112,136,10.1,980,131,924,99,1589,900,14.1,49.799999999999997,0.79710000000000003,"",""
"3/23/2004","16:00:00",2,1132,118,8.6999999999999993,927,128,944,100,1570,781,12,61.100000000000001,0.85370000000000001,"",""
"3/23/2004","17:00:00",3,1225,276,13.800000000000001,1111,176,818,122,1719,1013,13.6,54.600000000000001,0.84650000000000003,"",""
"3/23/2004","18:00:00",1.8999999999999999,1065,151,9.3000000000000007,953,107,962,97,1514,790,13.699999999999999,49.5,0.76949999999999996,"",""
"3/23/2004","19:00:00",2.7000000000000002,1236,236,13,1084,131,854,112,1688,1059,11.699999999999999,57.100000000000001,0.78220000000000001,"",""
"3/23/2004","20:00:00",3.2999999999999998,1309,220,14.300000000000001,1126,166,812,128,1722,1205,11.5,58.200000000000003,0.78669999999999995,"",""
"3/23/2004","21:00:00",1.7,1089,87,7.5999999999999996,884,89,1006,101,1487,975,12.6,54.200000000000003,0.78810000000000002,"",""
"3/23/2004","22:00:00",1.3,1000,81,5.2999999999999998,776,81,1141,96,1375,896,12,54.899999999999999,0.76639999999999997,"",""
"3/23/2004","23:00:00",1.3,1041,74,5.4000000000000004,782,78,1105,86,1425,911,11,61.399999999999999,0.80569999999999997,"",""
"3/24/2004","0:00:00",1.2,1045,55,4.9000000000000004,756,70,1137,85,1411,902,11.1,62.200000000000003,0.81989999999999996,"",""
"3/24/2004","1:00:00",1.1000000000000001,997,74,4.5999999999999996,744,76,1151,79,1405,832,10.800000000000001,62.5,0.80820000000000003,"",""
"3/24/2004","2:00:00",0.90000000000000002,948,35,2.7000000000000002,634,43,1320,61,1326,715,11.300000000000001,60,0.80249999999999999,"",""
"3/24/2004","3:00:00",0.59999999999999998,878,29,1.6000000000000001,551,-200,1493,-200,1272,683,10.6,61.600000000000001,0.78559999999999997,"",""
"3/24/2004","4:00:00",-200,908,29,1.7,559,44,1477,66,1287,721,10.199999999999999,62.700000000000003,0.78129999999999999,"",""
"3/24/2004","5:00:00",0.59999999999999998,892,20,1.2,522,34,1572,54,1255,648,10.9,58.600000000000001,0.76280000000000003,"",""
"3/24/2004","6:00:00",0.80000000000000004,954,32,1.7,561,43,1496,57,1255,612,10.800000000000001,57.200000000000003,0.73819999999999997,"",""
"3/24/2004","7:00:00",1.2,1045,84,4.7999999999999998,751,79,1186,75,1403,800,10.4,59.200000000000003,0.74550000000000005,"",""
"3/24/2004","8:00:00",3.1000000000000001,1383,245,13.800000000000001,1109,174,832,97,1706,1173,11,57.299999999999997,0.75009999999999999,"",""
"3/24/2004","9:00:00",4.4000000000000004,1597,553,23.699999999999999,1395,235,652,110,2080,1519,11.199999999999999,56.899999999999999,0.75649999999999995,"",""
"3/24/2004","10:00:00",3.3999999999999999,1318,450,14.199999999999999,1124,218,762,113,1770,1287,12.1,54.899999999999999,0.77339999999999998,"",""
"3/24/2004","11:00:00",1.7,1138,118,8,898,136,950,88,1505,966,15.1,44.299999999999997,0.75349999999999995,"",""
"3/24/2004","12:00:00",1.5,1098,118,6.7000000000000002,842,117,1012,85,1440,828,15.6,40.600000000000001,0.71460000000000001,"",""
"3/24/2004","13:00:00",1.7,1118,144,8.6999999999999993,927,119,959,96,1477,825,16.899999999999999,34.600000000000001,0.65969999999999995,"",""
"3/24/2004","14:00:00",2.2000000000000002,1170,159,10.800000000000001,1009,126,879,106,1566,872,16.600000000000001,35.600000000000001,0.66969999999999996,"",""
"3/24/2004","15:00:00",-200,1112,122,6.7000000000000002,842,100,1015,91,1494,680,11.300000000000001,63.899999999999999,0.85540000000000005,"",""
"3/24/2004","16:00:00",2.7000000000000002,1390,230,11.4,1028,197,829,126,1730,1002,9.5999999999999996,81.099999999999994,0.97199999999999998,"",""
"3/24/2004","17:00:00",2.7999999999999998,1353,320,13.4,1096,195,774,130,1783,1159,11.699999999999999,69.099999999999994,0.94969999999999999,"",""
"3/24/2004","18:00:00",2.7000000000000002,1260,263,12,1050,156,828,111,1722,979,10.699999999999999,68.5,0.87939999999999996,"",""
"3/24/2004","19:00:00",4.5,1501,556,20.199999999999999,1302,247,681,134,2008,1311,10.699999999999999,67.299999999999997,0.86429999999999996,"",""
"3/24/2004","20:00:00",3.5,1273,458,14.4,1130,190,795,136,1744,1071,10.800000000000001,65.700000000000003,0.84860000000000002,"",""
"3/24/2004","21:00:00",2.6000000000000001,1179,214,9.4000000000000004,955,169,928,125,1571,899,10.300000000000001,66.299999999999997,0.83360000000000001,"",""
"3/24/2004","22:00:00",1.7,1047,97,5.9000000000000004,809,118,1064,108,1435,766,10.1,66.900000000000006,0.82479999999999998,"",""
"3/24/2004","23:00:00",1.3,973,79,4.5,739,81,1186,87,1354,589,10.4,61.100000000000001,0.77170000000000005,"",""
"3/25/2004","0:00:00",1.3,997,81,4.5,737,80,1168,89,1341,631,10.300000000000001,59.899999999999999,0.75160000000000005,"",""
"3/25/2004","1:00:00",1,970,52,2.5,621,42,1400,58,1249,479,11,58.399999999999999,0.76859999999999995,"",""
"3/25/2004","2:00:00",0.69999999999999996,902,38,1.8,568,38,1450,54,1253,479,9.0999999999999996,68.099999999999994,0.78900000000000003,"",""
"3/25/2004","3:00:00",0.69999999999999996,921,35,1.3999999999999999,538,-200,1564,-200,1224,417,9.5,68.200000000000003,0.80910000000000004,"",""
"3/25/2004","4:00:00",0.5,858,29,0.90000000000000002,490,18,1707,28,1212,378,9.3000000000000007,72.299999999999997,0.84960000000000002,"",""
"3/25/2004","5:00:00",0.5,878,21,0.59999999999999998,457,12,1935,20,1158,344,9.9000000000000004,66.799999999999997,0.81520000000000004,"",""
"3/25/2004","6:00:00",0.59999999999999998,893,46,1.3999999999999999,540,43,1604,51,1268,413,7.5999999999999996,83.200000000000003,0.86950000000000005,"",""
"3/25/2004","7:00:00",1.1000000000000001,1038,55,3.7999999999999998,697,84,1260,82,1383,605,8.0999999999999996,79,0.85440000000000005,"",""
"3/25/2004","8:00:00",2.7000000000000002,1320,271,11.6,1035,184,902,112,1721,991,8.6999999999999993,74.599999999999994,0.84289999999999998,"",""
"3/25/2004","9:00:00",3.5,1353,434,17.800000000000001,1235,202,740,119,1937,1175,8.5999999999999996,75.099999999999994,0.84150000000000003,"",""
"3/25/2004","10:00:00",2.2999999999999998,1133,300,8.8000000000000007,933,133,969,99,1552,923,9.6999999999999993,69.700000000000003,0.83889999999999998,"",""
"3/25/2004","11:00:00",1.6000000000000001,1066,116,6.7999999999999998,849,130,1039,98,1468,829,11,64.400000000000006,0.84470000000000001,"",""
"3/25/2004","12:00:00",1.3,1027,95,5.9000000000000004,809,106,1081,88,1442,733,13.6,53,0.82089999999999996,"",""
"3/25/2004","13:00:00",2,1106,211,8.9000000000000004,935,132,958,96,1570,819,14.199999999999999,48.399999999999999,0.77800000000000002,"",""
"3/25/2004","14:00:00",1.8999999999999999,1038,168,8.1999999999999993,907,106,976,81,1492,723,14.199999999999999,46.299999999999997,0.74380000000000002,"",""
"3/25/2004","15:00:00",1.8999999999999999,1084,154,8.5999999999999996,924,125,986,92,1501,786,16,41.299999999999997,0.74619999999999997,"",""
"3/25/2004","16:00:00",2.2000000000000002,1105,267,10.1,982,138,939,105,1545,850,17.699999999999999,35.399999999999999,0.70940000000000003,"",""
"3/25/2004","17:00:00",2,1102,143,9.4000000000000004,957,120,968,88,1527,820,17.100000000000001,37.399999999999999,0.72250000000000003,"",""
"3/25/2004","18:00:00",2.8999999999999999,1240,374,14.6,1137,158,836,103,1748,991,14.9,40.5,0.6835,"",""
"3/25/2004","19:00:00",5.2000000000000002,1443,797,24.600000000000001,1418,253,666,141,2060,1454,13.4,47.799999999999997,0.72929999999999995,"",""
"3/25/2004","20:00:00",4.5999999999999996,1389,698,21.600000000000001,1341,231,692,133,1982,1488,12.6,52.5,0.76419999999999999,"",""
"3/25/2004","21:00:00",2.5,1183,234,10.300000000000001,989,150,904,119,1539,1205,12.199999999999999,53.200000000000003,0.75549999999999995,"",""
"3/25/2004","22:00:00",1.5,1014,104,5.7000000000000002,798,99,1083,106,1376,909,10.6,56.100000000000001,0.71399999999999997,"",""
